state,canonical_school,canonical_key,alias_variants,n_alias_variants,dat_tf_men_team_ids,dat_tf_women_team_ids,dat_xc_men_team_ids,dat_xc_women_team_ids,n_dat_team_records,all_dat_team_ids,duplicate_team_records,sports_present,dat_leagues,source_league_urls,athletic_net_team_id,athletic_net_team_id_source,source,observed_on,verification
IA,Adair-Casey,adair casey,Adair-Casey (x4),1,41865,41866,24801,24802,4,track:men:41865;track:women:41866;xc:men:24801;xc:women:24802,no,track;xc,Iowa,https://www.directathletics.com/leagues/track/101.html | https://www.directathletics.com/leagues/xc/89.html,,not exposed on DAT (no athletic.net links found on any sampled page),DAT state-league team lists,2026-09-19,observed
IA,ADM,adm,ADM (x4),1,41849,41850,24785,24786,4,track:men:41849;track:women:41850;xc:men:24785;xc:women:24786,no,track;xc,Iowa,https://www.directathletics.com/leagues/track/101.html | https://www.directathletics.com/leagues/xc/89.html,,not exposed on DAT (no athletic.net links found on any sampled page),DAT state-league team lists,2026-09-19,observed
IA,AGWSR,agwsr,AGWSR (x4),1,41795,41796,24719,24720,4,track:men:41795;track:women:41796;xc:men:24719;xc:women:24720,no,track;xc,Iowa,https://www.directathletics.com/leagues/track/101.html | https://www.directathletics.com/leagues/xc/89.html,,not exposed on DAT (no athletic.net links found on any sampled page),DAT state-league team lists,2026-09-19,observed
IA,Akron-Westfield,akron westfield,Akron-Westfield (x4),1,25693,25694,25007,25008,4,track:men:25693;track:women:25694;xc:men:25007;xc:women:25008,no,track;xc,Iowa,https://www.directathletics.com/leagues/track/101.html | https://www.directathletics.com/leagues/xc/89.html,,not exposed on DAT (no athletic.net links found on any sampled page),DAT state-league team lists,2026-09-19,observed
IA,Albia,albia,Albia (x4),1,29565,41932,24879,24880,4,track:men:29565;track:women:41932;xc:men:24879;xc:women:24880,no,track;xc,Iowa,https://www.directathletics.com/leagues/track/101.html | https://www.directathletics.com/leagues/xc/89.html,,not exposed on DAT (no athletic.net links found on any sampled page),DAT state-league team lists,2026-09-19,observed
IA,Alburnett,alburnett,Alburnett (x4),1,41977,41978,24935,24936,4,track:men:41977;track:women:41978;xc:men:24935;xc:women:24936,no,track;xc,Iowa,https://www.directathletics.com/leagues/track/101.html | https://www.directathletics.com/leagues/xc/89.html,,not exposed on DAT (no athletic.net links found on any sampled page),DAT state-league team lists,2026-09-19,observed
IA,Algona,algona,Algona (x4),1,41749,41750,24665,24666,4,track:men:41749;track:women:41750;xc:men:24665;xc:women:24666,no,track;xc,Iowa,https://www.directathletics.com/leagues/track/101.html | https://www.directathletics.com/leagues/xc/89.html,,not exposed on DAT (no athletic.net links found on any sampled page),DAT state-league team lists,2026-09-19,observed
IA,Alta,alta,Alta (x4),1,25697,25698,24745,24746,4,track:men:25697;track:women:25698;xc:men:24745;xc:women:24746,no,track;xc,Iowa,https://www.directathletics.com/leagues/track/101.html | https://www.directathletics.com/leagues/xc/89.html,,not exposed on DAT (no athletic.net links found on any sampled page),DAT state-league team lists,2026-09-19,observed
IA,Ames,ames,Ames (x4),1,14367,14313,24380,24381,4,track:men:14367;track:women:14313;xc:men:24380;xc:women:24381,no,track;xc,Iowa,https://www.directathletics.com/leagues/track/101.html | https://www.directathletics.com/leagues/xc/89.html,,not exposed on DAT (no athletic.net links found on any sampled page),DAT state-league team lists,2026-09-19,observed
IA,Anamosa,anamosa,Anamosa (x4),1,41966,41967,24923,24924,4,track:men:41966;track:women:41967;xc:men:24923;xc:women:24924,no,track;xc,Iowa,https://www.directathletics.com/leagues/track/101.html | https://www.directathletics.com/leagues/xc/89.html,,not exposed on DAT (no athletic.net links found on any sampled page),DAT state-league team lists,2026-09-19,observed
IA,Andrew,andrew,Andrew (x4),1,41460,41461,24304,24305,4,track:men:41460;track:women:41461;xc:men:24304;xc:women:24305,no,track;xc,Iowa,https://www.directathletics.com/leagues/track/101.html | https://www.directathletics.com/leagues/xc/89.html,,not exposed on DAT (no athletic.net links found on any sampled page),DAT state-league team lists,2026-09-19,observed
IA,Ankeny,ankeny,Ankeny (x4),1,41520,41521,24368,24369,4,track:men:41520;track:women:41521;xc:men:24368;xc:women:24369,no,track;xc,Iowa,https://www.directathletics.com/leagues/track/101.html | https://www.directathletics.com/leagues/xc/89.html,,not exposed on DAT (no athletic.net links found on any sampled page),DAT state-league team lists,2026-09-19,observed
IA,Ankeny Centennial,ankeny centennial,Ankeny Centennial (x2),1,97365,97366,,,2,track:men:97365;track:women:97366,no,track,Iowa,https://www.directathletics.com/leagues/track/101.html,,not exposed on DAT (no athletic.net links found on any sampled page),DAT state-league team lists,2026-09-19,observed
IA,Ankeny Christian Academy,ankeny christian academy,Ankeny Christian Academy (x4),1,41867,41868,24803,24804,4,track:men:41867;track:women:41868;xc:men:24803;xc:women:24804,no,track;xc,Iowa,https://www.directathletics.com/leagues/track/101.html | https://www.directathletics.com/leagues/xc/89.html,,not exposed on DAT (no athletic.net links found on any sampled page),DAT state-league team lists,2026-09-19,observed
IA,Aplington-Parkersburg,aplington parkersburg,Aplington-Parkersburg (x4),1,41779,41780,24701,24702,4,track:men:41779;track:women:41780;xc:men:24701;xc:women:24702,no,track;xc,Iowa,https://www.directathletics.com/leagues/track/101.html | https://www.directathletics.com/leagues/xc/89.html,,not exposed on DAT (no athletic.net links found on any sampled page),DAT state-league team lists,2026-09-19,observed
IA,Ar-We-Va,ar we va,Ar-We-Va (x4),1,41504,41505,24352,24353,4,track:men:41504;track:women:41505;xc:men:24352;xc:women:24353,no,track;xc,Iowa,https://www.directathletics.com/leagues/track/101.html | https://www.directathletics.com/leagues/xc/89.html,,not exposed on DAT (no athletic.net links found on any sampled page),DAT state-league team lists,2026-09-19,observed
IA,Armstrong-Ringsted,armstrong ringsted,Armstrong-Ringsted (x4),1,41565,41566,24423,24424,4,track:men:41565;track:women:41566;xc:men:24423;xc:women:24424,no,track;xc,Iowa,https://www.directathletics.com/leagues/track/101.html | https://www.directathletics.com/leagues/xc/89.html,,not exposed on DAT (no athletic.net links found on any sampled page),DAT state-league team lists,2026-09-19,observed
IA,Atlantic,atlantic,Atlantic (x4),1,5239,5240,4097,4098,4,track:men:5239;track:women:5240;xc:men:4097;xc:women:4098,no,track;xc,Iowa,https://www.directathletics.com/leagues/track/101.html | https://www.directathletics.com/leagues/xc/89.html,,not exposed on DAT (no athletic.net links found on any sampled page),DAT state-league team lists,2026-09-19,observed
IA,Audubon,audubon,Audubon (x4),1,42056,42057,25049,25050,4,track:men:42056;track:women:42057;xc:men:25049;xc:women:25050,no,track;xc,Iowa,https://www.directathletics.com/leagues/track/101.html | https://www.directathletics.com/leagues/xc/89.html,,not exposed on DAT (no athletic.net links found on any sampled page),DAT state-league team lists,2026-09-19,observed
IA,Aurelia,aurelia,Aurelia (x4),1,25695,25696,24747,24748,4,track:men:25695;track:women:25696;xc:men:24747;xc:women:24748,no,track;xc,Iowa,https://www.directathletics.com/leagues/track/101.html | https://www.directathletics.com/leagues/xc/89.html,,not exposed on DAT (no athletic.net links found on any sampled page),DAT state-league team lists,2026-09-19,observed
IA,Ballard,ballard,Ballard (x4),1,41851,41852,24787,24788,4,track:men:41851;track:women:41852;xc:men:24787;xc:women:24788,no,track;xc,Iowa,https://www.directathletics.com/leagues/track/101.html | https://www.directathletics.com/leagues/xc/89.html,,not exposed on DAT (no athletic.net links found on any sampled page),DAT state-league team lists,2026-09-19,observed
IA,Battle Creek-Ida Grove,battle creek ida grove,Battle Creek-Ida Grove (x4),1,41709,41710,24589,24590,4,track:men:41709;track:women:41710;xc:men:24589;xc:women:24590,no,track;xc,Iowa,https://www.directathletics.com/leagues/track/101.html | https://www.directathletics.com/leagues/xc/89.html,,not exposed on DAT (no athletic.net links found on any sampled page),DAT state-league team lists,2026-09-19,observed
IA,BCLUW,bcluw,BCLUW (x4),1,41797,41798,24721,24722,4,track:men:41797;track:women:41798;xc:men:24721;xc:women:24722,no,track;xc,Iowa,https://www.directathletics.com/leagues/track/101.html | https://www.directathletics.com/leagues/xc/89.html,,not exposed on DAT (no athletic.net links found on any sampled page),DAT state-league team lists,2026-09-19,observed
IA,Beckman,beckman,Beckman (x4),1,42010,42011,24985,24986,4,track:men:42010;track:women:42011;xc:men:24985;xc:women:24986,no,track;xc,Iowa,https://www.directathletics.com/leagues/track/101.html | https://www.directathletics.com/leagues/xc/89.html,,not exposed on DAT (no athletic.net links found on any sampled page),DAT state-league team lists,2026-09-19,observed
IA,Bedford,bedford,Bedford (x4),1,41825,41826,24761,24762,4,track:men:41825;track:women:41826;xc:men:24761;xc:women:24762,no,track;xc,Iowa,https://www.directathletics.com/leagues/track/101.html | https://www.directathletics.com/leagues/xc/89.html,,not exposed on DAT (no athletic.net links found on any sampled page),DAT state-league team lists,2026-09-19,observed
IA,Belle Plaine,belle plaine,Belle Plaine (x4),1,41943,29292,24891,24892,4,track:men:41943;track:women:29292;xc:men:24891;xc:women:24892,no,track;xc,Iowa,https://www.directathletics.com/leagues/track/101.html | https://www.directathletics.com/leagues/xc/89.html,,not exposed on DAT (no athletic.net links found on any sampled page),DAT state-league team lists,2026-09-19,observed
IA,Bellevue,bellevue,Bellevue (x4),1,41462,41463,24306,24307,4,track:men:41462;track:women:41463;xc:men:24306;xc:women:24307,no,track;xc,Iowa,https://www.directathletics.com/leagues/track/101.html | https://www.directathletics.com/leagues/xc/89.html,,not exposed on DAT (no athletic.net links found on any sampled page),DAT state-league team lists,2026-09-19,observed
IA,Belmond-Klemme,belmond klemme,Belmond-Klemme (x4),1,41763,41764,24685,24686,4,track:men:41763;track:women:41764;xc:men:24685;xc:women:24686,no,track;xc,Iowa,https://www.directathletics.com/leagues/track/101.html | https://www.directathletics.com/leagues/xc/89.html,,not exposed on DAT (no athletic.net links found on any sampled page),DAT state-league team lists,2026-09-19,observed
IA,Benton Community,benton community,Benton Community (x4),1,42019,14039,24997,24998,4,track:men:42019;track:women:14039;xc:men:24997;xc:women:24998,no,track;xc,Iowa,https://www.directathletics.com/leagues/track/101.html | https://www.directathletics.com/leagues/xc/89.html,,not exposed on DAT (no athletic.net links found on any sampled page),DAT state-league team lists,2026-09-19,observed
IA,Bettendorf,bettendorf,Bettendorf (x4),1,13441,13442,24615,24616,4,track:men:13441;track:women:13442;xc:men:24615;xc:women:24616,no,track;xc,Iowa,https://www.directathletics.com/leagues/track/101.html | https://www.directathletics.com/leagues/xc/89.html,,not exposed on DAT (no athletic.net links found on any sampled page),DAT state-league team lists,2026-09-19,observed
IA,BGM,bgm,BGM (x4),1,41944,41945,24893,24894,4,track:men:41944;track:women:41945;xc:men:24893;xc:women:24894,no,track;xc,Iowa,https://www.directathletics.com/leagues/track/101.html | https://www.directathletics.com/leagues/xc/89.html,,not exposed on DAT (no athletic.net links found on any sampled page),DAT state-league team lists,2026-09-19,observed
IA,Bishop Garrigan,bishop garrigan,Bishop Garrigan (x4),1,41751,41752,24667,24668,4,track:men:41751;track:women:41752;xc:men:24667;xc:women:24668,no,track;xc,Iowa,https://www.directathletics.com/leagues/track/101.html | https://www.directathletics.com/leagues/xc/89.html,,not exposed on DAT (no athletic.net links found on any sampled page),DAT state-league team lists,2026-09-19,observed
IA,Bishop Heelan,bishop heelan,Bishop Heelan (x4),1,41741,41742,24657,24658,4,track:men:41741;track:women:41742;xc:men:24657;xc:women:24658,no,track;xc,Iowa,https://www.directathletics.com/leagues/track/101.html | https://www.directathletics.com/leagues/xc/89.html,,not exposed on DAT (no athletic.net links found on any sampled page),DAT state-league team lists,2026-09-19,observed
IA,Bondurant-Farrar,bondurant farrar,Bondurant-Farrar (x4),1,41621,41622,24497,24498,4,track:men:41621;track:women:41622;xc:men:24497;xc:women:24498,no,track;xc,Iowa,https://www.directathletics.com/leagues/track/101.html | https://www.directathletics.com/leagues/xc/89.html,,not exposed on DAT (no athletic.net links found on any sampled page),DAT state-league team lists,2026-09-19,observed
IA,Boone,boone,Boone (x4),1,41696,41697,24573,24574,4,track:men:41696;track:women:41697;xc:men:24573;xc:women:24574,no,track;xc,Iowa,https://www.directathletics.com/leagues/track/101.html | https://www.directathletics.com/leagues/xc/89.html,,not exposed on DAT (no athletic.net links found on any sampled page),DAT state-league team lists,2026-09-19,observed
IA,Boyden-Hull,boyden hull,Boyden-Hull (x4),1,41918,41919,24859,24860,4,track:men:41918;track:women:41919;xc:men:24859;xc:women:24860,no,track;xc,Iowa,https://www.directathletics.com/leagues/track/101.html | https://www.directathletics.com/leagues/xc/89.html,,not exposed on DAT (no athletic.net links found on any sampled page),DAT state-league team lists,2026-09-19,observed
IA,Boyer Valley,boyer valley,Boyer Valley (x4),1,41506,41507,24354,24355,4,track:men:41506;track:women:41507;xc:men:24354;xc:women:24355,no,track;xc,Iowa,https://www.directathletics.com/leagues/track/101.html | https://www.directathletics.com/leagues/xc/89.html,,not exposed on DAT (no athletic.net links found on any sampled page),DAT state-league team lists,2026-09-19,observed
IA,Burlington,burlington,Burlington (x4),1,13578,13579,24617,24618,4,track:men:13578;track:women:13579;xc:men:24617;xc:women:24618,no,track;xc,Iowa,https://www.directathletics.com/leagues/track/101.html | https://www.directathletics.com/leagues/xc/89.html,,not exposed on DAT (no athletic.net links found on any sampled page),DAT state-league team lists,2026-09-19,observed
IA,CAL,cal,CAL (x4),1,41659,41660,24535,24536,4,track:men:41659;track:women:41660;xc:men:24535;xc:women:24536,no,track;xc,Iowa,https://www.directathletics.com/leagues/track/101.html | https://www.directathletics.com/leagues/xc/89.html,,not exposed on DAT (no athletic.net links found on any sampled page),DAT state-league team lists,2026-09-19,observed
IA,Calamus-Wheatland,calamus wheatland,Calamus-Wheatland (x4),1,41464,41465,24308,24309,4,track:men:41464;track:women:41465;xc:men:24308;xc:women:24309,no,track;xc,Iowa,https://www.directathletics.com/leagues/track/101.html | https://www.directathletics.com/leagues/xc/89.html,,not exposed on DAT (no athletic.net links found on any sampled page),DAT state-league team lists,2026-09-19,observed
IA,CAM,cam,CAM (x4),1,41869,41870,24805,24806,4,track:men:41869;track:women:41870;xc:men:24805;xc:women:24806,no,track;xc,Iowa,https://www.directathletics.com/leagues/track/101.html | https://www.directathletics.com/leagues/xc/89.html,,not exposed on DAT (no athletic.net links found on any sampled page),DAT state-league team lists,2026-09-19,observed
IA,Camanche,camanche,Camanche (x4),1,41466,41467,24310,24311,4,track:men:41466;track:women:41467;xc:men:24310;xc:women:24311,no,track;xc,Iowa,https://www.directathletics.com/leagues/track/101.html | https://www.directathletics.com/leagues/xc/89.html,,not exposed on DAT (no athletic.net links found on any sampled page),DAT state-league team lists,2026-09-19,observed
IA,Cardinal,cardinal,Cardinal (x4),1,41904,41905,24845,24846,4,track:men:41904;track:women:41905;xc:men:24845;xc:women:24846,no,track;xc,Iowa,https://www.directathletics.com/leagues/track/101.html | https://www.directathletics.com/leagues/xc/89.html,,not exposed on DAT (no athletic.net links found on any sampled page),DAT state-league team lists,2026-09-19,observed
IA,Cardinal Stritch,cardinal stritch,Cardinal Stritch (x4),1,41894,41895,24833,24834,4,track:men:41894;track:women:41895;xc:men:24833;xc:women:24834,no,track;xc,Iowa,https://www.directathletics.com/leagues/track/101.html | https://www.directathletics.com/leagues/xc/89.html,,not exposed on DAT (no athletic.net links found on any sampled page),DAT state-league team lists,2026-09-19,observed
IA,Carlisle,carlisle,Carlisle (x4),1,41853,41854,24789,24790,4,track:men:41853;track:women:41854;xc:men:24789;xc:women:24790,no,track;xc,Iowa,https://www.directathletics.com/leagues/track/101.html | https://www.directathletics.com/leagues/xc/89.html,,not exposed on DAT (no athletic.net links found on any sampled page),DAT state-league team lists,2026-09-19,observed
IA,Carroll,carroll,Carroll (x4),1,5273,5274,4131,4132,4,track:men:5273;track:women:5274;xc:men:4131;xc:women:4132,no,track;xc,Iowa,https://www.directathletics.com/leagues/track/101.html | https://www.directathletics.com/leagues/xc/89.html,,not exposed on DAT (no athletic.net links found on any sampled page),DAT state-league team lists,2026-09-19,observed
IA,Cascade,cascade,Cascade (x4),1,41968,41969,24925,24926,4,track:men:41968;track:women:41969;xc:men:24925;xc:women:24926,no,track;xc,Iowa,https://www.directathletics.com/leagues/track/101.html | https://www.directathletics.com/leagues/xc/89.html,,not exposed on DAT (no athletic.net links found on any sampled page),DAT state-league team lists,2026-09-19,observed
IA,Cedar Falls,cedar falls,Cedar Falls (x4),1,29925,41737,24645,24646,4,track:men:29925;track:women:41737;xc:men:24645;xc:women:24646,no,track;xc,Iowa,https://www.directathletics.com/leagues/track/101.html | https://www.directathletics.com/leagues/xc/89.html,,not exposed on DAT (no athletic.net links found on any sampled page),DAT state-league team lists,2026-09-19,observed
IA,Cedar Rapids Jefferson,cedar rapids jefferson,Cedar Rapids Jefferson (x4),1,28961,13700,24631,24632,4,track:men:28961;track:women:13700;xc:men:24631;xc:women:24632,no,track;xc,Iowa,https://www.directathletics.com/leagues/track/101.html | https://www.directathletics.com/leagues/xc/89.html,,not exposed on DAT (no athletic.net links found on any sampled page),DAT state-league team lists,2026-09-19,observed
IA,Cedar Rapids Kennedy,cedar rapids kennedy,Cedar Rapids Kennedy (x4),1,29737,13934,24647,24648,4,track:men:29737;track:women:13934;xc:men:24647;xc:women:24648,no,track;xc,Iowa,https://www.directathletics.com/leagues/track/101.html | https://www.directathletics.com/leagues/xc/89.html,,not exposed on DAT (no athletic.net links found on any sampled page),DAT state-league team lists,2026-09-19,observed
IA,Cedar Rapids Washington,cedar rapids washington,Cedar Rapids Washington (x4),1,14371,13864,24649,24650,4,track:men:14371;track:women:13864;xc:men:24649;xc:women:24650,no,track;xc,Iowa,https://www.directathletics.com/leagues/track/101.html | https://www.directathletics.com/leagues/xc/89.html,,not exposed on DAT (no athletic.net links found on any sampled page),DAT state-league team lists,2026-09-19,observed
IA,Cedar Rapids Xavier,cedar rapids xavier,Cedar Rapids Xavier (x4),1,65784,30691,24643,24644,4,track:men:65784;track:women:30691;xc:men:24643;xc:women:24644,no,track;xc,Iowa,https://www.directathletics.com/leagues/track/101.html | https://www.directathletics.com/leagues/xc/89.html,,not exposed on DAT (no athletic.net links found on any sampled page),DAT state-league team lists,2026-09-19,observed
IA,Center Point-Urbana,center point urbana,Center Point-Urbana (x4),1,29497,41970,24927,24928,4,track:men:29497;track:women:41970;xc:men:24927;xc:women:24928,no,track;xc,Iowa,https://www.directathletics.com/leagues/track/101.html | https://www.directathletics.com/leagues/xc/89.html,,not exposed on DAT (no athletic.net links found on any sampled page),DAT state-league team lists,2026-09-19,observed
IA,Centerville,centerville,Centerville (x4),1,41933,41934,24881,24882,4,track:men:41933;track:women:41934;xc:men:24881;xc:women:24882,no,track;xc,Iowa,https://www.directathletics.com/leagues/track/101.html | https://www.directathletics.com/leagues/xc/89.html,,not exposed on DAT (no athletic.net links found on any sampled page),DAT state-league team lists,2026-09-19,observed
IA,Central,central,Central (x4),1,41991,41992,24963,24964,4,track:men:41991;track:women:41992;xc:men:24963;xc:women:24964,no,track;xc,Iowa,https://www.directathletics.com/leagues/track/101.html | https://www.directathletics.com/leagues/xc/89.html,,not exposed on DAT (no athletic.net links found on any sampled page),DAT state-league team lists,2026-09-19,observed
IA,Central City,central city,Central City (x4),1,41979,41980,24937,24938,4,track:men:41979;track:women:41980;xc:men:24937;xc:women:24938,no,track;xc,Iowa,https://www.directathletics.com/leagues/track/101.html | https://www.directathletics.com/leagues/xc/89.html,,not exposed on DAT (no athletic.net links found on any sampled page),DAT state-league team lists,2026-09-19,observed
IA,Central Decatur,central decatur,Central Decatur (x4),1,41827,41828,24763,24764,4,track:men:41827;track:women:41828;xc:men:24763;xc:women:24764,no,track;xc,Iowa,https://www.directathletics.com/leagues/track/101.html | https://www.directathletics.com/leagues/xc/89.html,,not exposed on DAT (no athletic.net links found on any sampled page),DAT state-league team lists,2026-09-19,observed
IA,Central DeWitt,central dewitt,Central DeWitt (x4),1,42012,30011,24987,24988,4,track:men:42012;track:women:30011;xc:men:24987;xc:women:24988,no,track;xc,Iowa,https://www.directathletics.com/leagues/track/101.html | https://www.directathletics.com/leagues/xc/89.html,,not exposed on DAT (no athletic.net links found on any sampled page),DAT state-league team lists,2026-09-19,observed
IA,Central Lee,central lee,Central Lee (x4),1,41906,41907,24847,24848,4,track:men:41906;track:women:41907;xc:men:24847;xc:women:24848,no,track;xc,Iowa,https://www.directathletics.com/leagues/track/101.html | https://www.directathletics.com/leagues/xc/89.html,,not exposed on DAT (no athletic.net links found on any sampled page),DAT state-league team lists,2026-09-19,observed
IA,Central Lyon,central lyon,Central Lyon (x4),1,41920,41921,24861,24862,4,track:men:41920;track:women:41921;xc:men:24861;xc:women:24862,no,track;xc,Iowa,https://www.directathletics.com/leagues/track/101.html | https://www.directathletics.com/leagues/xc/89.html,,not exposed on DAT (no athletic.net links found on any sampled page),DAT state-league team lists,2026-09-19,observed
IA,Central Springs,central springs,Central Springs (x2),1,,,24409,24410,2,xc:men:24409;xc:women:24410,no,xc,Iowa,https://www.directathletics.com/leagues/xc/89.html,,not exposed on DAT (no athletic.net links found on any sampled page),DAT state-league team lists,2026-09-19,observed
IA,Chariton,chariton,Chariton (x4),1,3802,3803,2705,2706,4,track:men:3802;track:women:3803;xc:men:2705;xc:women:2706,no,track;xc,Iowa,https://www.directathletics.com/leagues/track/101.html | https://www.directathletics.com/leagues/xc/89.html,,not exposed on DAT (no athletic.net links found on any sampled page),DAT state-league team lists,2026-09-19,observed
IA,Charles City,charles city,Charles City (x4),1,41807,41808,24731,24732,4,track:men:41807;track:women:41808;xc:men:24731;xc:women:24732,no,track;xc,Iowa,https://www.directathletics.com/leagues/track/101.html | https://www.directathletics.com/leagues/xc/89.html,,not exposed on DAT (no athletic.net links found on any sampled page),DAT state-league team lists,2026-09-19,observed
IA,Charter Oak-Ute,charter oak ute,Charter Oak-Ute (x4),1,41508,41509,24356,24357,4,track:men:41508;track:women:41509;xc:men:24356;xc:women:24357,no,track;xc,Iowa,https://www.directathletics.com/leagues/track/101.html | https://www.directathletics.com/leagues/xc/89.html,,not exposed on DAT (no athletic.net links found on any sampled page),DAT state-league team lists,2026-09-19,observed
IA,Cherokee,cherokee,Cherokee (x4),1,41678,41679,24555,24556,4,track:men:41678;track:women:41679;xc:men:24555;xc:women:24556,no,track;xc,Iowa,https://www.directathletics.com/leagues/track/101.html | https://www.directathletics.com/leagues/xc/89.html,,not exposed on DAT (no athletic.net links found on any sampled page),DAT state-league team lists,2026-09-19,observed
IA,Clarinda,clarinda,Clarinda (x4),1,5287,5288,4145,4146,4,track:men:5287;track:women:5288;xc:men:4145;xc:women:4146,no,track;xc,Iowa,https://www.directathletics.com/leagues/track/101.html | https://www.directathletics.com/leagues/xc/89.html,,not exposed on DAT (no athletic.net links found on any sampled page),DAT state-league team lists,2026-09-19,observed
IA,Clarion-Goldfield,clarion goldfield,Clarion-Goldfield (x4),1,10261,10262,24669,24670,4,track:men:10261;track:women:10262;xc:men:24669;xc:women:24670,no,track;xc,Iowa,https://www.directathletics.com/leagues/track/101.html | https://www.directathletics.com/leagues/xc/89.html,,not exposed on DAT (no athletic.net links found on any sampled page),DAT state-league team lists,2026-09-19,observed
IA,Clarion-Goldfield JV,clarion goldfield jv,Clarion-Goldfield JV,1,57130,,,,1,track:men:57130,no,track,Iowa,https://www.directathletics.com/leagues/track/101.html,,not exposed on DAT (no athletic.net links found on any sampled page),DAT state-league team lists,2026-09-19,observed
IA,Clarke,clarke,Clarke (x4),1,41935,41936,24883,24884,4,track:men:41935;track:women:41936;xc:men:24883;xc:women:24884,no,track;xc,Iowa,https://www.directathletics.com/leagues/track/101.html | https://www.directathletics.com/leagues/xc/89.html,,not exposed on DAT (no athletic.net links found on any sampled page),DAT state-league team lists,2026-09-19,observed
IA,Clarksville,clarksville,Clarksville (x4),1,41661,41662,24537,24538,4,track:men:41661;track:women:41662;xc:men:24537;xc:women:24538,no,track;xc,Iowa,https://www.directathletics.com/leagues/track/101.html | https://www.directathletics.com/leagues/xc/89.html,,not exposed on DAT (no athletic.net links found on any sampled page),DAT state-league team lists,2026-09-19,observed
IA,Clay Central-Everly,clay central everly,Clay Central-Everly (x4),1,25699,25700,24425,24426,4,track:men:25699;track:women:25700;xc:men:24425;xc:women:24426,no,track;xc,Iowa,https://www.directathletics.com/leagues/track/101.html | https://www.directathletics.com/leagues/xc/89.html,,not exposed on DAT (no athletic.net links found on any sampled page),DAT state-league team lists,2026-09-19,observed
IA,Clayton Ridge,clayton ridge,Clayton Ridge (x4),1,41993,41994,24965,24966,4,track:men:41993;track:women:41994;xc:men:24965;xc:women:24966,no,track;xc,Iowa,https://www.directathletics.com/leagues/track/101.html | https://www.directathletics.com/leagues/xc/89.html,,not exposed on DAT (no athletic.net links found on any sampled page),DAT state-league team lists,2026-09-19,observed
IA,Clear Creek-Amana,clear creek amana,Clear Creek-Amana (x4),1,14368,13966,24467,24468,4,track:men:14368;track:women:13966;xc:men:24467;xc:women:24468,no,track;xc,Iowa,https://www.directathletics.com/leagues/track/101.html | https://www.directathletics.com/leagues/xc/89.html,,not exposed on DAT (no athletic.net links found on any sampled page),DAT state-league team lists,2026-09-19,observed
IA,Clear Lake,clear lake,Clear Lake (x4),1,41753,41754,24671,24672,4,track:men:41753;track:women:41754;xc:men:24671;xc:women:24672,no,track;xc,Iowa,https://www.directathletics.com/leagues/track/101.html | https://www.directathletics.com/leagues/xc/89.html,,not exposed on DAT (no athletic.net links found on any sampled page),DAT state-league team lists,2026-09-19,observed
IA,Clear Lake JV,clear lake jv,Clear Lake JV,1,57129,,,,1,track:men:57129,no,track,Iowa,https://www.directathletics.com/leagues/track/101.html,,not exposed on DAT (no athletic.net links found on any sampled page),DAT state-league team lists,2026-09-19,observed
IA,Clinton,clinton,Clinton (x4),1,13252,13253,24619,24620,4,track:men:13252;track:women:13253;xc:men:24619;xc:women:24620,no,track;xc,Iowa,https://www.directathletics.com/leagues/track/101.html | https://www.directathletics.com/leagues/xc/89.html,,not exposed on DAT (no athletic.net links found on any sampled page),DAT state-league team lists,2026-09-19,observed
IA,Colfax-Mingo,colfax mingo,Colfax-Mingo (x4),1,41623,41624,24499,24500,4,track:men:41623;track:women:41624;xc:men:24499;xc:women:24500,no,track;xc,Iowa,https://www.directathletics.com/leagues/track/101.html | https://www.directathletics.com/leagues/xc/89.html,,not exposed on DAT (no athletic.net links found on any sampled page),DAT state-league team lists,2026-09-19,observed
IA,Collins-Maxwell-Baxter,collins maxwell baxter,Collins-Maxwell-Baxter (x4),1,41625,41626,24501,24502,4,track:men:41625;track:women:41626;xc:men:24501;xc:women:24502,no,track;xc,Iowa,https://www.directathletics.com/leagues/track/101.html | https://www.directathletics.com/leagues/xc/89.html,,not exposed on DAT (no athletic.net links found on any sampled page),DAT state-league team lists,2026-09-19,observed
IA,Colo-Nesco,colo nesco,Colo-Nesco (x4),1,41633,41634,24509,24510,4,track:men:41633;track:women:41634;xc:men:24509;xc:women:24510,no,track;xc,Iowa,https://www.directathletics.com/leagues/track/101.html | https://www.directathletics.com/leagues/xc/89.html,,not exposed on DAT (no athletic.net links found on any sampled page),DAT state-league team lists,2026-09-19,observed
IA,Columbus,columbus,Columbus (x4),1,41881,41882,24817,24818,4,track:men:41881;track:women:41882;xc:men:24817;xc:women:24818,no,track;xc,Iowa,https://www.directathletics.com/leagues/track/101.html | https://www.directathletics.com/leagues/xc/89.html,,not exposed on DAT (no athletic.net links found on any sampled page),DAT state-league team lists,2026-09-19,observed
IA,Columbus Catholic,columbus catholic,Columbus Catholic (x4),1,42020,42021,24999,25000,4,track:men:42020;track:women:42021;xc:men:24999;xc:women:25000,no,track;xc,Iowa,https://www.directathletics.com/leagues/track/101.html | https://www.directathletics.com/leagues/xc/89.html,,not exposed on DAT (no athletic.net links found on any sampled page),DAT state-league team lists,2026-09-19,observed
