fragment,state,sport,role,school,coach_name,ad_name,source_url,verify
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Girls Track and Field,Assistant Coach,TURNER,Garret Nyhus,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=430&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Boys Cross Country,Head Coach,TURTLE LAKE,Heidi Plooy,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=431&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Boys Track and Field,Assistant Coach,TURTLE LAKE,Jacob Snyder,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=431&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Girls Cross Country,Head Coach,TURTLE LAKE,Heidi Plooy,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=431&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Girls Track and Field,Assistant Coach,TURTLE LAKE,Kristen Pabst,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=431&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Girls Track and Field,Head Coach,TURTLE LAKE,Heidi Plooy,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=431&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Girls Track and Field,Head Coach,TURTLE LAKE,Emily Borrenson,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=431&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Boys Cross Country,Head Coach,TWO RIVERS,Amy Gallagher,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=432&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Boys Cross Country,Assistant Coach,TWO RIVERS,Maggie Klinkner,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=432&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Boys Track and Field,Head Coach,TWO RIVERS,Spencer Salta,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=432&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Girls Cross Country,Head Coach,TWO RIVERS,Amy Gallagher,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=432&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Girls Cross Country,Assistant Coach,TWO RIVERS,Maggie Klinkner,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=432&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Girls Track and Field,Head Coach,TWO RIVERS,Amy Gallagher,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=432&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Boys Cross Country,Head Coach,UNION GROVE,Mike Mikula,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=433&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Boys Cross Country,Assistant Coach,UNION GROVE,Tammy Rhody,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=433&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Boys Track and Field,Assistant Coach,UNION GROVE,Frank Sikora,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=433&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Boys Track and Field,Assistant Coach,UNION GROVE,Mike Mikula,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=433&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Boys Track and Field,Head Coach,UNION GROVE,Nick Ambrose,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=433&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Boys Track and Field,Assistant Coach,UNION GROVE,Shannon Murphy,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=433&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Boys Track and Field,Assistant Coach,UNION GROVE,Kelly Jiter,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=433&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Girls Cross Country,Head Coach,UNION GROVE,Mike Mikula,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=433&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Girls Cross Country,Assistant Coach,UNION GROVE,Tammy Rhody,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=433&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Girls Track and Field,Assistant Coach,UNION GROVE,Frank Sikora,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=433&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Girls Track and Field,Assistant Coach,UNION GROVE,Mike Mikula,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=433&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Girls Track and Field,Head Coach,UNION GROVE,Nick Ambrose,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=433&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Girls Track and Field,Assistant Coach,UNION GROVE,Shannon Murphy,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=433&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Girls Track and Field,Assistant Coach,UNION GROVE,Kelly Jiter,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=433&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Boys Cross Country,Head Coach,UNITY,Laura Birling,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=434&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Boys Cross Country,Assistant Coach,UNITY,aaron johnson,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=434&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Boys Cross Country,Assistant Coach,UNITY,Dylan Kern,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=434&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Boys Track and Field,Head Coach,UNITY,Shawn Perkins,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=434&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Boys Track and Field,Assistant Coach,UNITY,Laura Birling,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=434&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Boys Track and Field,Assistant Coach,UNITY,Cullen Feist,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=434&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Girls Cross Country,Head Coach,UNITY,Laura Birling,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=434&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Girls Track and Field,Assistant Coach,UNITY,dawn perkins,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=434&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Girls Track and Field,Head Coach,UNITY,Lori Anderson,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=434&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Girls Track and Field,Assistant Coach,UNITY,Raelin Sorensen,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=434&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Girls Track and Field,Assistant Coach,UNITY,Amber Johnson,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=434&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Boys Cross Country,Head Coach,UNIVERSITY LAKE SCHOOL,Tim Flaherty,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=435&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Boys Track and Field,Head Coach,UNIVERSITY LAKE SCHOOL,Joe Hardgrove,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=435&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Girls Cross Country,Head Coach,UNIVERSITY LAKE SCHOOL,Tim Flaherty,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=435&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Girls Track and Field,Head Coach,UNIVERSITY LAKE SCHOOL,Jennifer Putnam,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=435&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Boys Cross Country,Head Coach,UNIVERSITY SCHOOL OF MILWAUKEE,Emily Foley,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=436&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Boys Cross Country,Assistant Coach,UNIVERSITY SCHOOL OF MILWAUKEE,Joseph Eason,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=436&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Boys Cross Country,Assistant Coach,UNIVERSITY SCHOOL OF MILWAUKEE,Eric Pilling,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=436&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Boys Cross Country,Assistant Coach,UNIVERSITY SCHOOL OF MILWAUKEE,Abby LaMacchia,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=436&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Boys Track and Field,Assistant Coach,UNIVERSITY SCHOOL OF MILWAUKEE,Emily Foley,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=436&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Boys Track and Field,Assistant Coach,UNIVERSITY SCHOOL OF MILWAUKEE,Quentin Badger,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=436&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Boys Track and Field,Assistant Coach,UNIVERSITY SCHOOL OF MILWAUKEE,Kari Young,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=436&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Boys Track and Field,Assistant Coach,UNIVERSITY SCHOOL OF MILWAUKEE,Eric Pilling,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=436&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Boys Track and Field,Assistant Coach,UNIVERSITY SCHOOL OF MILWAUKEE,Walter Taylor,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=436&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Boys Track and Field,Assistant Coach,UNIVERSITY SCHOOL OF MILWAUKEE,Chris Malicky,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=436&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Girls Cross Country,Head Coach,UNIVERSITY SCHOOL OF MILWAUKEE,Emily Foley,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=436&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Girls Cross Country,Assistant Coach,UNIVERSITY SCHOOL OF MILWAUKEE,Joseph Eason,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=436&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Girls Cross Country,Assistant Coach,UNIVERSITY SCHOOL OF MILWAUKEE,Eric Pilling,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=436&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Girls Cross Country,Assistant Coach,UNIVERSITY SCHOOL OF MILWAUKEE,Abby LaMacchia,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=436&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Girls Track and Field,Assistant Coach,UNIVERSITY SCHOOL OF MILWAUKEE,Emily Foley,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=436&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Girls Track and Field,Assistant Coach,UNIVERSITY SCHOOL OF MILWAUKEE,Quentin Badger,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=436&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Girls Track and Field,Assistant Coach,UNIVERSITY SCHOOL OF MILWAUKEE,Kari Young,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=436&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Girls Track and Field,Assistant Coach,UNIVERSITY SCHOOL OF MILWAUKEE,Eric Pilling,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=436&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Girls Track and Field,Assistant Coach,UNIVERSITY SCHOOL OF MILWAUKEE,Walter Taylor,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=436&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Girls Track and Field,Assistant Coach,UNIVERSITY SCHOOL OF MILWAUKEE,Cheyenne Brown,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=436&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Girls Track and Field,Assistant Coach,UNIVERSITY SCHOOL OF MILWAUKEE,Abby LaMacchia,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=436&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Boys Cross Country,Assistant Coach,VALDERS,Becka Oswald,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=437&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Boys Cross Country,Head Coach,VALDERS,Marci Skaletski,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=437&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Boys Track and Field,Assistant Coach,VALDERS,Ryan Zunker,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=437&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Boys Track and Field,Assistant Coach,VALDERS,Becka Oswald,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=437&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Boys Track and Field,Assistant Coach,VALDERS,Xavier Kauth,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=437&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Boys Track and Field,Head Coach,VALDERS,Maria Blatz,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=437&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Girls Cross Country,Head Coach,VALDERS,Marci Skaletski,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=437&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Girls Cross Country,Assistant Coach,VALDERS,Becka Oswald,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=437&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Girls Track and Field,Assistant Coach,VALDERS,Ryan Zunker,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=437&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Girls Track and Field,Assistant Coach,VALDERS,Becka Oswald,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=437&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Girls Track and Field,Head Coach,VALDERS,Maria Blatz,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=437&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Boys Cross Country,Head Coach,VALLEY CHRISTIAN (OSHKOSH),Luke Menet,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=438&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Boys Track and Field,Head Coach,VALLEY CHRISTIAN (OSHKOSH),Trevor Kehoe,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=438&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Girls Cross Country,Head Coach,VALLEY CHRISTIAN (OSHKOSH),Angela Menet,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=438&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Girls Track and Field,Head Coach,VALLEY CHRISTIAN (OSHKOSH),Trevor Kehoe,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=438&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Boys Cross Country,Head Coach,VERONA,Matthew Cooper,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=439&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Boys Cross Country,Assistant Coach,VERONA,Tyler Francis,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=439&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Boys Cross Country,Assistant Coach,VERONA,Connor Sisel,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=439&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Boys Track and Field,Head Coach,VERONA,Joff Pedretti,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=439&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Boys Track and Field,Assistant Coach,VERONA,John Campbell,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=439&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Boys Track and Field,Assistant Coach,VERONA,Shawn Harris,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=439&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Boys Track and Field,Assistant Coach,VERONA,Max Herkert,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=439&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Boys Track and Field,Assistant Coach,VERONA,Matthew Cooper,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=439&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Boys Track and Field,Assistant Coach,VERONA,Kyle Jefferson,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=439&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Boys Track and Field,Assistant Coach,VERONA,Tyler Francis,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=439&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Girls Cross Country,Head Coach,VERONA,Sofia Ruelas,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=439&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Girls Cross Country,Head Coach,VERONA,Dave Nelson,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=439&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Girls Track and Field,Assistant Coach,VERONA,Dave Nelson,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=439&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Girls Track and Field,Assistant Coach,VERONA,Jennifer Waisbrot,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=439&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Girls Track and Field,Assistant Coach,VERONA,Kyla Smith,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=439&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Girls Track and Field,Assistant Coach,VERONA,Kennedy Kling,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=439&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Girls Track and Field,Head Coach,VERONA,Sofia Ruelas,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=439&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Girls Track and Field,Assistant Coach,VERONA,Kristen Murdock,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=439&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Boys Cross Country,Head Coach,VIROQUA,Scott Benzing,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=440&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Boys Cross Country,Assistant Coach,VIROQUA,Melinda Benzing,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=440&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Boys Track and Field,Head Coach,VIROQUA,Adrian Ugo,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=440&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Boys Track and Field,Assistant Coach,VIROQUA,Dan Brown,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=440&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Boys Track and Field,Assistant Coach,VIROQUA,Jerrod Getter,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=440&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Boys Track and Field,Assistant Coach,VIROQUA,Elizabeth Reynolds,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=440&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Boys Track and Field,Assistant Coach,VIROQUA,Gregg Roberts,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=440&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Girls Cross Country,Head Coach,VIROQUA,Scott Benzing,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=440&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Girls Cross Country,Assistant Coach,VIROQUA,Melinda Benzing,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=440&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Girls Track and Field,Head Coach,VIROQUA,Adrian Ugo,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=440&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Girls Track and Field,Assistant Coach,VIROQUA,Dan Brown,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=440&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Girls Track and Field,Assistant Coach,VIROQUA,Jerrod Getter,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=440&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Girls Track and Field,Assistant Coach,VIROQUA,Elizabeth Reynolds,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=440&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Girls Track and Field,Assistant Coach,VIROQUA,Gregg Roberts,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=440&AllCoaches=True,ok
/home/lewis/Downloads/midwest-tfxc-source-research/out/coach-fragments/WI-wide.csv,WI,Boys Cross Country,Head Coach,WABENO,Richard Sorenson,,https://schools.wiaawi.org/Directory/School/CoachList?orgID=441&AllCoaches=True,ok
